,Unnamed: 0,Airline,Journey_date,From,To,Dtime,Atime,Stops,Price
243,5,AirAsia,19/07/2022,Goa,Bengaluru,15:15,16:25,Non stop,"₹ 6,245"
244,6,AirAsia,19/07/2022,Goa,Bengaluru,18:30,21:40,1 stop via Hyderabad,"₹ 6,245"
245,7,Go First,19/07/2022,Goa,Bengaluru,14:00,15:05,Non stop,"₹ 6,246"
246,8,Vistara,19/07/2022,Goa,Bengaluru,13:20,17:45,1 stop via Mumbai,"₹ 9,357"
247,0,Vistara,20/07/2022,Goa,Bengaluru,14:40,15:55,Non stop,"₹ 6,242"
248,1,IndiGo,20/07/2022,Goa,Bengaluru,08:15,09:30,Non stop,"₹ 6,244"
249,2,IndiGo,20/07/2022,Goa,Bengaluru,14:40,15:50,Non stop,"₹ 6,244"
250,3,IndiGo,20/07/2022,Goa,Bengaluru,21:10,22:20,Non stop,"₹ 6,244"
251,4,IndiGo,20/07/2022,Goa,Bengaluru,23:10,00:25,Non stop,"₹ 6,244"
252,5,AirAsia,20/07/2022,Goa,Bengaluru,15:15,16:30,Non stop,"₹ 6,245"
253,6,AirAsia,20/07/2022,Goa,Bengaluru,18:30,21:40,1 stop via Hyderabad,"₹ 6,245"
254,7,Go First,20/07/2022,Goa,Bengaluru,14:00,15:05,Non stop,"₹ 6,246"
255,8,Vistara,20/07/2022,Goa,Bengaluru,13:20,17:45,1 stop via Mumbai,"₹ 9,357"
256,0,Alliance Air,15/07/2022,Goa,Mumbai,21:25,22:50,Non stop,"₹ 4,144"
257,1,Air India,15/07/2022,Goa,Mumbai,06:50,08:05,Non stop,"₹ 4,669"
258,2,Air India,15/07/2022,Goa,Mumbai,15:15,16:35,Non stop,"₹ 4,669"
259,3,Air India,15/07/2022,Goa,Mumbai,15:15,16:35,Non stop,"₹ 3,724"
260,4,Air India,15/07/2022,Goa,Mumbai,23:10,00:35,Non stop,"₹ 4,669"
261,5,Vistara,15/07/2022,Goa,Mumbai,13:20,14:45,Non stop,"₹ 5,717"
262,6,IndiGo,15/07/2022,Goa,Mumbai,00:10,01:30,Non stop,"₹ 5,719"
263,7,IndiGo,15/07/2022,Goa,Mumbai,06:45,08:15,Non stop,"₹ 5,719"
264,8,SpiceJet,15/07/2022,Goa,Mumbai,13:30,14:55,Non stop,"₹ 5,719"
265,9,IndiGo,15/07/2022,Goa,Mumbai,16:30,17:55,Non stop,"₹ 5,719"
266,10,SpiceJet,15/07/2022,Goa,Mumbai,17:35,18:50,Non stop,"₹ 5,719"
267,11,IndiGo,15/07/2022,Goa,Mumbai,18:40,19:45,Non stop,"₹ 5,719"
268,12,AirAsia,15/07/2022,Goa,Mumbai,22:30,23:45,Non stop,"₹ 5,719"
269,13,SpiceJet,15/07/2022,Goa,Mumbai,18:45,07:35,1 stop via Surat,"₹ 5,719"
270,14,Go First,15/07/2022,Goa,Mumbai,13:15,14:40,Non stop,"₹ 5,720"
271,15,Go First,15/07/2022,Goa,Mumbai,17:20,18:40,Non stop,"₹ 5,720"
272,16,Go First,15/07/2022,Goa,Mumbai,18:25,19:50,Non stop,"₹ 5,720"
273,17,IndiGo,15/07/2022,Goa,Mumbai,13:10,14:30,Non stop,"₹ 5,929"
274,18,Vistara,15/07/2022,Goa,Mumbai,14:40,08:15,1 stop via Bengaluru,"₹ 12,960"
275,0,Alliance Air,16/07/2022,Goa,Mumbai,20:55,22:35,Non stop,"₹ 4,722"
276,1,Air India,16/07/2022,Goa,Mumbai,06:50,08:05,Non stop,"₹ 5,194"
277,2,Air India,16/07/2022,Goa,Mumbai,15:15,16:35,Non stop,"₹ 5,194"
278,3,Alliance Air,16/07/2022,Goa,Mumbai,21:25,22:50,Non stop,"₹ 4,144"
279,4,Air India,16/07/2022,Goa,Mumbai,23:10,00:35,Non stop,"₹ 5,194"
280,5,Vistara,16/07/2022,Goa,Mumbai,13:20,14:45,Non stop,"₹ 5,717"
281,6,IndiGo,16/07/2022,Goa,Mumbai,00:10,01:30,Non stop,"₹ 5,719"
282,7,IndiGo,16/07/2022,Goa,Mumbai,06:45,08:15,Non stop,"₹ 5,719"
283,8,IndiGo,16/07/2022,Goa,Mumbai,13:10,14:30,Non stop,"₹ 5,719"
284,9,SpiceJet,16/07/2022,Goa,Mumbai,13:30,14:55,Non stop,"₹ 5,719"
285,10,IndiGo,16/07/2022,Goa,Mumbai,16:30,17:55,Non stop,"₹ 5,719"
286,11,SpiceJet,16/07/2022,Goa,Mumbai,17:35,18:50,Non stop,"₹ 5,719"
287,12,IndiGo,16/07/2022,Goa,Mumbai,18:40,19:45,Non stop,"₹ 5,719"
288,13,AirAsia,16/07/2022,Goa,Mumbai,22:30,23:45,Non stop,"₹ 5,719"
289,14,SpiceJet,16/07/2022,Goa,Mumbai,18:45,07:50,1 stop via Surat,"₹ 5,719"
290,15,Go First,16/07/2022,Goa,Mumbai,13:15,14:40,Non stop,"₹ 5,720"
291,16,Go First,16/07/2022,Goa,Mumbai,17:20,18:40,Non stop,"₹ 5,720"
292,17,Go First,16/07/2022,Goa,Mumbai,18:25,19:50,Non stop,"₹ 5,720"
293,18,Vistara,16/07/2022,Goa,Mumbai,14:40,20:40,1 stop via Bengaluru,"₹ 12,960"
294,0,Air India,17/07/2022,Goa,Mumbai,06:50,08:05,Non stop,"₹ 4,669"
295,1,Vistara,17/07/2022,Goa,Mumbai,08:25,09:45,Non stop,"₹ 5,717"
296,2,IndiGo,17/07/2022,Goa,Mumbai,00:10,01:30,Non stop,"₹ 5,719"
297,3,IndiGo,17/07/2022,Goa,Mumbai,06:45,08:15,Non stop,"₹ 5,719"
298,4,Go First,17/07/2022,Goa,Mumbai,10:30,12:00,Non stop,"₹ 6,246"
299,5,Air India,17/07/2022,Goa,Mumbai,23:10,00:35,Non stop,"₹ 6,454"
300,6,AirAsia,17/07/2022,Goa,Mumbai,22:30,23:45,Non stop,"₹ 6,769"
301,7,Alliance Air,17/07/2022,Goa,Mumbai,21:25,22:50,Non stop,"₹ 7,347"
302,8,IndiGo,17/07/2022,Goa,Mumbai,13:10,14:30,Non stop,"₹ 9,919"
303,9,Vistara,17/07/2022,Goa,Mumbai,13:20,14:45,Non stop,"₹ 9,919"
304,10,Air India,17/07/2022,Goa,Mumbai,15:15,16:35,Non stop,"₹ 9,919"
305,11,IndiGo,17/07/2022,Goa,Mumbai,16:30,18:05,Non stop,"₹ 9,919"
306,12,SpiceJet,17/07/2022,Goa,Mumbai,17:35,18:50,Non stop,"₹ 9,919"
307,13,IndiGo,17/07/2022,Goa,Mumbai,18:40,19:45,Non stop,"₹ 9,919"
308,14,Go First,17/07/2022,Goa,Mumbai,13:15,14:40,Non stop,"₹ 9,920"
309,15,Go First,17/07/2022,Goa,Mumbai,17:20,18:40,Non stop,"₹ 9,920"
310,16,Go First,17/07/2022,Goa,Mumbai,18:25,19:50,Non stop,"₹ 9,920"
311,17,SpiceJet,17/07/2022,Goa,Mumbai,18:45,07:50,1 stop via Surat,"₹ 10,775"
312,0,Alliance Air,18/07/2022,Goa,Mumbai,20:55,22:35,Non stop,"₹ 4,722"
313,1,IndiGo,18/07/2022,Goa,Mumbai,00:10,01:30,Non stop,"₹ 5,719"
314,2,Air India,18/07/2022,Goa,Mumbai,06:50,08:05,Non stop,"₹ 5,719"
315,3,Alliance Air,18/07/2022,Goa,Mumbai,20:55,22:35,Non stop,"₹ 4,144"
316,4,IndiGo,18/07/2022,Goa,Mumbai,13:10,14:30,Non stop,"₹ 5,719"
317,5,SpiceJet,18/07/2022,Goa,Mumbai,13:30,14:55,Non stop,"₹ 5,719"
318,6,Air India,18/07/2022,Goa,Mumbai,15:15,16:35,Non stop,"₹ 5,719"
319,7,IndiGo,18/07/2022,Goa,Mumbai,16:30,17:55,Non stop,"₹ 5,719"
320,8,SpiceJet,18/07/2022,Goa,Mumbai,17:35,18:50,Non stop,"₹ 5,719"
321,9,IndiGo,18/07/2022,Goa,Mumbai,18:40,19:45,Non stop,"₹ 5,719"
322,10,AirAsia,18/07/2022,Goa,Mumbai,22:30,23:45,Non stop,"₹ 5,719"
323,11,Air India,18/07/2022,Goa,Mumbai,23:10,00:35,Non stop,"₹ 5,719"
324,12,SpiceJet,18/07/2022,Goa,Mumbai,18:45,07:50,1 stop via Surat,"₹ 5,719"
325,13,Go First,18/07/2022,Goa,Mumbai,13:15,14:40,Non stop,"₹ 5,720"
326,14,Go First,18/07/2022,Goa,Mumbai,17:20,18:40,Non stop,"₹ 5,720"
327,15,Go First,18/07/2022,Goa,Mumbai,18:25,19:50,Non stop,"₹ 5,720"
328,16,Vistara,18/07/2022,Goa,Mumbai,13:20,14:45,Non stop,"₹ 6,034"
329,17,IndiGo,18/07/2022,Goa,Mumbai,06:45,08:15,Non stop,"₹ 6,454"
330,18,Vistara,18/07/2022,Goa,Mumbai,14:40,20:15,1 stop via Bengaluru,"₹ 14,642"
331,0,Alliance Air,19/07/2022,Goa,Mumbai,20:55,22:35,Non stop,"₹ 4,144"
332,1,Vistara,19/07/2022,Goa,Mumbai,13:20,14:45,Non stop,"₹ 5,717"
333,2,IndiGo,19/07/2022,Goa,Mumbai,00:10,01:30,Non stop,"₹ 5,719"
334,3,IndiGo,19/07/2022,Goa,Mumbai,06:45,08:15,Non stop,"₹ 5,719"
335,4,Air India,19/07/2022,Goa,Mumbai,06:50,08:05,Non stop,"₹ 5,719"
336,5,IndiGo,19/07/2022,Goa,Mumbai,13:10,14:30,Non stop,"₹ 5,719"
337,6,Air India,19/07/2022,Goa,Mumbai,15:15,16:35,Non stop,"₹ 5,719"
338,7,IndiGo,19/07/2022,Goa,Mumbai,16:30,17:55,Non stop,"₹ 5,719"
339,8,IndiGo,19/07/2022,Goa,Mumbai,18:40,19:45,Non stop,"₹ 5,719"
340,9,Air India,19/07/2022,Goa,Mumbai,23:10,00:35,Non stop,"₹ 5,719"
341,10,AirAsia,19/07/2022,Goa,Mumbai,23:20,00:35,Non stop,"₹ 5,719"
342,11,SpiceJet,19/07/2022,Goa,Mumbai,18:45,07:50,1 stop via Surat,"₹ 5,719"
343,12,Go First,19/07/2022,Goa,Mumbai,13:15,14:40,Non stop,"₹ 5,720"
344,13,Go First,19/07/2022,Goa,Mumbai,17:20,18:40,Non stop,"₹ 5,720"
345,14,Go First,19/07/2022,Goa,Mumbai,18:25,19:50,Non stop,"₹ 5,720"
346,15,SpiceJet,19/07/2022,Goa,Mumbai,17:35,18:50,Non stop,"₹ 7,189"
347,16,Vistara,19/07/2022,Goa,Mumbai,14:40,20:15,1 stop via Bengaluru,"₹ 12,960"
348,0,Alliance Air,20/07/2022,Goa,Mumbai,21:25,22:50,Non stop,"₹ 4,144"
349,1,Vistara,20/07/2022,Goa,Mumbai,13:20,14:45,Non stop,"₹ 5,717"
350,2,IndiGo,20/07/2022,Goa,Mumbai,00:10,01:30,Non stop,"₹ 5,719"
351,3,IndiGo,20/07/2022,Goa,Mumbai,06:45,08:15,Non stop,"₹ 5,719"
352,4,Air India,20/07/2022,Goa,Mumbai,06:50,08:05,Non stop,"₹ 5,719"
353,5,SpiceJet,20/07/2022,Goa,Mumbai,13:30,14:55,Non stop,"₹ 5,719"
354,6,Air India,20/07/2022,Goa,Mumbai,15:15,16:35,Non stop,"₹ 5,719"
355,7,IndiGo,20/07/2022,Goa,Mumbai,16:30,17:55,Non stop,"₹ 5,719"
356,8,SpiceJet,20/07/2022,Goa,Mumbai,17:35,18:50,Non stop,"₹ 5,719"
357,9,IndiGo,20/07/2022,Goa,Mumbai,18:40,19:45,Non stop,"₹ 5,719"
358,10,AirAsia,20/07/2022,Goa,Mumbai,22:30,23:45,Non stop,"₹ 5,719"
359,11,Air India,20/07/2022,Goa,Mumbai,23:10,00:35,Non stop,"₹ 5,719"
360,12,SpiceJet,20/07/2022,Goa,Mumbai,18:45,07:50,1 stop via Surat,"₹ 5,719"
361,13,Go First,20/07/2022,Goa,Mumbai,13:15,14:40,Non stop,"₹ 5,720"
362,14,Go First,20/07/2022,Goa,Mumbai,17:20,18:40,Non stop,"₹ 5,720"
363,15,IndiGo,20/07/2022,Goa,Mumbai,13:10,14:30,Non stop,"₹ 6,244"
364,16,Vistara,20/07/2022,Goa,Mumbai,14:40,20:15,1 stop via Bengaluru,"₹ 12,960"
365,0,Air India,15/07/2022,Goa,New Delhi,01:15,03:55,Non stop,"₹ 8,554"
366,1,Air India,15/07/2022,Goa,New Delhi,14:15,16:45,Non stop,"₹ 8,554"
367,2,Go First,15/07/2022,Goa,New Delhi,17:20,22:55,1 stop via Mumbai,"₹ 9,622"
368,3,SpiceJet,15/07/2022,Goa,New Delhi,01:05,04:40,1 stop via Pune,"₹ 6,873"
369,4,Vistara,15/07/2022,Goa,New Delhi,14:25,17:05,Non stop,"₹ 9,707"
370,5,Vistara,15/07/2022,Goa,New Delhi,21:55,00:40,Non stop,"₹ 9,707"
371,6,AirAsia,15/07/2022,Goa,New Delhi,08:20,10:55,Non stop,"₹ 9,709"
372,7,IndiGo,15/07/2022,Goa,New Delhi,13:00,15:35,Non stop,"₹ 9,709"
373,8,AirAsia,15/07/2022,Goa,New Delhi,13:45,16:30,Non stop,"₹ 9,709"
374,9,IndiGo,15/07/2022,Goa,New Delhi,14:05,16:50,Non stop,"₹ 9,709"
375,10,SpiceJet,15/07/2022,Goa,New Delhi,15:05,17:45,Non stop,"₹ 9,709"
376,11,IndiGo,15/07/2022,Goa,New Delhi,15:25,18:00,Non stop,"₹ 9,709"
377,12,AirAsia,15/07/2022,Goa,New Delhi,16:35,19:20,Non stop,"₹ 9,709"
378,13,IndiGo,15/07/2022,Goa,New Delhi,19:15,22:00,Non stop,"₹ 9,709"
379,14,IndiGo,15/07/2022,Goa,New Delhi,22:00,00:35,Non stop,"₹ 9,709"
380,15,IndiGo,15/07/2022,Goa,New Delhi,02:05,07:15,1 stop via Hyderabad,"₹ 9,709"
381,16,Go First,15/07/2022,Goa,New Delhi,17:25,19:55,Non stop,"₹ 9,710"
382,17,IndiGo,15/07/2022,Goa,New Delhi,01:40,06:55,1 stop via Pune,"₹ 10,255"
383,0,SpiceJet,16/07/2022,Goa,New Delhi,01:05,04:40,1 stop via Pune,"₹ 6,873"
384,1,Air India,16/07/2022,Goa,New Delhi,01:15,03:55,Non stop,"₹ 8,554"
385,2,Go First,16/07/2022,Goa,New Delhi,14:00,23:45,1 stop via Bengaluru,"₹ 9,622"
386,3,Go First,16/07/2022,Goa,New Delhi,20:50,09:00,1 stop via Ahmedabad,"₹ 9,622"
387,4,Vistara,16/07/2022,Goa,New Delhi,14:25,17:05,Non stop,"₹ 9,707"
388,5,Vistara,16/07/2022,Goa,New Delhi,21:55,00:40,Non stop,"₹ 9,707"
389,6,SpiceJet,16/07/2022,Goa,New Delhi,12:05,14:40,Non stop,"₹ 9,709"
390,7,IndiGo,16/07/2022,Goa,New Delhi,13:00,15:35,Non stop,"₹ 9,709"
391,8,AirAsia,16/07/2022,Goa,New Delhi,13:45,16:30,Non stop,"₹ 9,709"
392,9,IndiGo,16/07/2022,Goa,New Delhi,14:05,16:50,Non stop,"₹ 9,709"
393,10,Air India,16/07/2022,Goa,New Delhi,14:15,16:45,Non stop,"₹ 9,709"
394,11,SpiceJet,16/07/2022,Goa,New Delhi,15:05,17:45,Non stop,"₹ 9,709"
395,12,IndiGo,16/07/2022,Goa,New Delhi,15:25,18:00,Non stop,"₹ 9,709"
396,13,IndiGo,16/07/2022,Goa,New Delhi,19:15,22:00,Non stop,"₹ 9,709"
397,14,IndiGo,16/07/2022,Goa,New Delhi,22:00,00:35,Non stop,"₹ 9,709"
398,15,IndiGo,16/07/2022,Goa,New Delhi,01:40,06:55,1 stop via Pune,"₹ 9,709"
399,16,Go First,16/07/2022,Goa,New Delhi,17:25,19:55,Non stop,"₹ 9,710"
400,17,"Alliance Air, Vistara",16/07/2022,Goa,New Delhi,13:15,19:55,1 stop via Hyderabad,"₹ 14,713"
401,0,Air India,17/07/2022,Goa,New Delhi,01:15,03:55,Non stop,"₹ 8,554"
402,1,Vistara,17/07/2022,Goa,New Delhi,10:20,12:55,Non stop,"₹ 9,707"
403,2,Vistara,17/07/2022,Goa,New Delhi,21:55,00:40,Non stop,"₹ 9,707"
404,3,SpiceJet,17/07/2022,Goa,New Delhi,01:05,04:40,1 stop via Pune,"₹ 7,293"
405,4,AirAsia,17/07/2022,Goa,New Delhi,08:20,10:55,Non stop,"₹ 9,709"
406,5,SpiceJet,17/07/2022,Goa,New Delhi,18:10,21:00,Non stop,"₹ 9,709"
407,6,IndiGo,17/07/2022,Goa,New Delhi,19:15,22:00,Non stop,"₹ 9,709"
408,7,IndiGo,17/07/2022,Goa,New Delhi,22:00,00:35,Non stop,"₹ 9,709"
409,8,IndiGo,17/07/2022,Goa,New Delhi,01:40,06:55,1 stop via Pune,"₹ 9,709"
410,9,Go First,17/07/2022,Goa,New Delhi,17:25,19:55,Non stop,"₹ 9,710"
411,10,IndiGo,17/07/2022,Goa,New Delhi,18:10,23:30,1 stop via Hyderabad,"₹ 10,255"
412,11,IndiGo,17/07/2022,Goa,New Delhi,02:25,08:45,1 stop via Bengaluru,"₹ 10,801"
413,12,Air India,17/07/2022,Goa,New Delhi,14:15,16:45,Non stop,"₹ 11,179"
414,13,SpiceJet,17/07/2022,Goa,New Delhi,15:05,17:45,Non stop,"₹ 11,599"
415,14,IndiGo,17/07/2022,Goa,New Delhi,15:15,23:15,1 stop via Ahmedabad,"₹ 11,893"
416,15,IndiGo,17/07/2022,Goa,New Delhi,15:25,18:00,Non stop,"₹ 12,177"
417,16,Vistara,17/07/2022,Goa,New Delhi,14:25,17:05,Non stop,"₹ 12,229"
418,17,Air India,17/07/2022,Goa,New Delhi,06:50,11:20,1 stop via Mumbai,"₹ 12,859"
419,18,AirAsia,17/07/2022,Goa,New Delhi,13:45,16:30,Non stop,"₹ 16,115"
420,19,IndiGo,17/07/2022,Goa,New Delhi,14:05,16:50,Non stop,"₹ 18,109"
421,20,AirAsia,17/07/2022,Goa,New Delhi,16:35,19:20,Non stop,"₹ 20,629"
422,0,SpiceJet,18/07/2022,Goa,New Delhi,01:05,04:40,1 stop via Pune,"₹ 7,293"
423,1,Go First,18/07/2022,Goa,New Delhi,13:15,21:50,1 stop via Mumbai,"₹ 9,622"
424,2,Vistara,18/07/2022,Goa,New Delhi,21:55,00:40,Non stop,"₹ 9,707"
425,3,Air India,18/07/2022,Goa,New Delhi,01:15,03:55,Non stop,"₹ 9,709"
426,4,AirAsia,18/07/2022,Goa,New Delhi,08:20,10:55,Non stop,"₹ 9,709"
427,5,IndiGo,18/07/2022,Goa,New Delhi,14:05,16:50,Non stop,"₹ 9,709"
428,6,Air India,18/07/2022,Goa,New Delhi,14:15,16:45,Non stop,"₹ 9,709"
429,7,SpiceJet,18/07/2022,Goa,New Delhi,15:05,17:45,Non stop,"₹ 9,709"
430,8,SpiceJet,18/07/2022,Goa,New Delhi,18:10,21:00,Non stop,"₹ 9,709"
431,9,IndiGo,18/07/2022,Goa,New Delhi,19:15,22:00,Non stop,"₹ 9,709"
432,10,IndiGo,18/07/2022,Goa,New Delhi,22:00,00:35,Non stop,"₹ 9,709"
433,11,IndiGo,18/07/2022,Goa,New Delhi,01:40,06:55,1 stop via Pune,"₹ 9,709"
434,12,Go First,18/07/2022,Goa,New Delhi,17:25,19:55,Non stop,"₹ 9,710"
435,13,IndiGo,18/07/2022,Goa,New Delhi,13:00,15:35,Non stop,"₹ 10,287"
436,14,Vistara,18/07/2022,Goa,New Delhi,14:25,17:05,Non stop,"₹ 10,444"
437,15,IndiGo,18/07/2022,Goa,New Delhi,02:05,07:15,1 stop via Hyderabad,"₹ 10,801"
438,16,IndiGo,18/07/2022,Goa,New Delhi,15:25,18:00,Non stop,"₹ 12,965"
439,17,AirAsia,18/07/2022,Goa,New Delhi,13:45,16:30,Non stop,"₹ 16,115"
440,0,Go First,19/07/2022,Goa,New Delhi,17:20,21:50,1 stop via Mumbai,"₹ 9,622"
441,1,Vistara,19/07/2022,Goa,New Delhi,14:25,17:05,Non stop,"₹ 9,707"
442,2,Vistara,19/07/2022,Goa,New Delhi,21:55,00:40,Non stop,"₹ 9,707"
443,3,SpiceJet,19/07/2022,Goa,New Delhi,01:05,04:40,1 stop via Pune,"₹ 7,293"
444,4,Air India,19/07/2022,Goa,New Delhi,01:15,03:55,Non stop,"₹ 9,709"
445,5,AirAsia,19/07/2022,Goa,New Delhi,08:20,10:55,Non stop,"₹ 9,709"
446,6,AirAsia,19/07/2022,Goa,New Delhi,13:45,16:30,Non stop,"₹ 9,709"
447,7,IndiGo,19/07/2022,Goa,New Delhi,14:05,16:50,Non stop,"₹ 9,709"
448,8,Air India,19/07/2022,Goa,New Delhi,14:15,16:45,Non stop,"₹ 9,709"
449,9,IndiGo,19/07/2022,Goa,New Delhi,15:25,18:00,Non stop,"₹ 9,709"
450,10,IndiGo,19/07/2022,Goa,New Delhi,19:15,22:00,Non stop,"₹ 9,709"
451,11,IndiGo,19/07/2022,Goa,New Delhi,22:00,00:35,Non stop,"₹ 9,709"
452,12,IndiGo,19/07/2022,Goa,New Delhi,01:40,06:55,1 stop via Pune,"₹ 9,709"
453,13,Go First,19/07/2022,Goa,New Delhi,17:25,19:55,Non stop,"₹ 9,710"
454,14,IndiGo,19/07/2022,Goa,New Delhi,13:00,15:35,Non stop,"₹ 10,287"
455,15,SpiceJet,19/07/2022,Goa,New Delhi,18:10,21:00,Non stop,"₹ 13,383"
456,0,Go First,20/07/2022,Goa,New Delhi,17:20,21:50,1 stop via Mumbai,"₹ 9,622"
457,1,Vistara,20/07/2022,Goa,New Delhi,14:25,17:05,Non stop,"₹ 9,707"
458,2,Vistara,20/07/2022,Goa,New Delhi,21:55,00:40,Non stop,"₹ 9,707"
459,3,Air India,20/07/2022,Goa,New Delhi,01:15,03:55,Non stop,"₹ 9,709"
460,4,AirAsia,20/07/2022,Goa,New Delhi,08:20,10:55,Non stop,"₹ 9,709"
461,5,IndiGo,20/07/2022,Goa,New Delhi,13:00,15:35,Non stop,"₹ 9,709"
462,6,AirAsia,20/07/2022,Goa,New Delhi,13:45,16:30,Non stop,"₹ 9,709"
463,7,IndiGo,20/07/2022,Goa,New Delhi,14:05,16:50,Non stop,"₹ 9,709"
464,8,Air India,20/07/2022,Goa,New Delhi,14:15,16:45,Non stop,"₹ 9,709"
465,9,SpiceJet,20/07/2022,Goa,New Delhi,15:05,17:45,Non stop,"₹ 9,709"
466,10,SpiceJet,20/07/2022,Goa,New Delhi,18:10,21:00,Non stop,"₹ 9,709"
467,11,IndiGo,20/07/2022,Goa,New Delhi,19:15,22:00,Non stop,"₹ 9,709"
468,12,IndiGo,20/07/2022,Goa,New Delhi,22:00,00:35,Non stop,"₹ 9,709"
469,13,IndiGo,20/07/2022,Goa,New Delhi,01:40,06:55,1 stop via Pune,"₹ 9,709"
470,14,Go First,20/07/2022,Goa,New Delhi,17:25,19:55,Non stop,"₹ 9,710"
471,15,IndiGo,20/07/2022,Goa,New Delhi,15:25,18:00,Non stop,"₹ 10,497"
472,0,Go First,15/07/2022,Ahmedabad,Goa,08:45,16:45,1 stop via Mumbai,"₹ 5,941"
473,1,Go First,15/07/2022,Ahmedabad,Goa,13:45,17:55,1 stop via Mumbai,"₹ 5,941"
474,2,Go First,15/07/2022,Ahmedabad,Goa,18:35,20:20,Non stop,"₹ 7,056"
475,3,IndiGo,15/07/2022,Ahmedabad,Goa,15:00,22:40,1 stop via Bengaluru,"₹ 7,056"
476,4,IndiGo,15/07/2022,Ahmedabad,Goa,15:50,23:25,1 stop via Hyderabad,"₹ 7,056"
477,5,IndiGo,15/07/2022,Ahmedabad,Goa,15:15,00:55,1 stop via Nagpur,"₹ 7,056"
478,6,IndiGo,15/07/2022,Ahmedabad,Goa,23:05,06:45,1 stop via Bengaluru,"₹ 7,056"
479,7,IndiGo,15/07/2022,Ahmedabad,Goa,20:15,06:45,1 stop via Bengaluru,"₹ 7,056"
480,8,IndiGo,15/07/2022,Ahmedabad,Goa,15:50,21:30,1 stop via Hyderabad,"₹ 7,770"
481,9,Air India,15/07/2022,Ahmedabad,Goa,20:45,06:20,1 stop via Mumbai,"₹ 8,301"
482,10,IndiGo,15/07/2022,Ahmedabad,Goa,22:45,06:50,1 stop via Hyderabad,"₹ 8,484"
483,11,IndiGo,15/07/2022,Ahmedabad,Goa,15:00,20:40,1 stop via Bengaluru,"₹ 10,269"
484,12,SpiceJet,15/07/2022,Ahmedabad,Goa,20:35,00:25,1 stop via Pune,"₹ 10,430"
485,13,"Vistara, Air India",15/07/2022,Ahmedabad,Goa,08:25,22:20,1 stop via Mumbai,"₹ 10,794"
486,14,IndiGo,15/07/2022,Ahmedabad,Goa,20:50,01:10,1 stop via Pune,"₹ 11,340"
487,15,"IndiGo, Air India",15/07/2022,Ahmedabad,Goa,17:25,22:20,1 stop via Mumbai,"₹ 11,634"
488,16,"IndiGo, Alliance Air",15/07/2022,Ahmedabad,Goa,14:30,20:55,1 stop via Mumbai,"₹ 11,792"
489,17,"IndiGo, Air India",15/07/2022,Ahmedabad,Goa,09:55,14:35,1 stop via Mumbai,"₹ 12,527"
490,18,IndiGo,15/07/2022,Ahmedabad,Goa,09:00,14:00,1 stop via Hyderabad,"₹ 12,768"
491,19,SpiceJet,15/07/2022,Ahmedabad,Goa,05:40,07:20,Non stop,"₹ 13,460"
492,20,IndiGo,15/07/2022,Ahmedabad,Goa,13:05,14:45,Non stop,"₹ 13,776"
493,0,Go First,16/07/2022,Ahmedabad,Goa,08:45,12:45,1 stop via Mumbai,"₹ 5,941"
494,1,Go First,16/07/2022,Ahmedabad,Goa,13:45,17:55,1 stop via Mumbai,"₹ 5,941"
495,2,Go First,16/07/2022,Ahmedabad,Goa,19:55,10:00,1 stop via Mumbai,"₹ 5,941"
496,3,IndiGo,16/07/2022,Ahmedabad,Goa,13:05,14:45,Non stop,"₹ 7,056"
497,4,Go First,16/07/2022,Ahmedabad,Goa,18:35,20:20,Non stop,"₹ 7,056"
498,5,IndiGo,16/07/2022,Ahmedabad,Goa,22:55,00:25,Non stop,"₹ 7,056"
499,6,IndiGo,16/07/2022,Ahmedabad,Goa,07:40,14:10,1 stop via Bengaluru,"₹ 7,056"
500,7,IndiGo,16/07/2022,Ahmedabad,Goa,09:55,15:15,1 stop via Mumbai,"₹ 7,056"
501,8,IndiGo,16/07/2022,Ahmedabad,Goa,15:00,20:40,1 stop via Bengaluru,"₹ 7,056"
502,9,IndiGo,16/07/2022,Ahmedabad,Goa,15:50,21:30,1 stop via Hyderabad,"₹ 7,056"
503,10,IndiGo,16/07/2022,Ahmedabad,Goa,18:30,23:20,1 stop via Mumbai,"₹ 7,056"
504,11,IndiGo,16/07/2022,Ahmedabad,Goa,17:25,23:20,1 stop via Mumbai,"₹ 7,056"
505,12,IndiGo,16/07/2022,Ahmedabad,Goa,20:50,01:10,1 stop via Pune,"₹ 7,056"
506,13,IndiGo,16/07/2022,Ahmedabad,Goa,20:15,01:55,1 stop via Bengaluru,"₹ 7,056"
507,14,IndiGo,16/07/2022,Ahmedabad,Goa,23:25,06:15,1 stop via Mumbai,"₹ 7,056"
508,15,IndiGo,16/07/2022,Ahmedabad,Goa,22:45,06:50,1 stop via Hyderabad,"₹ 7,056"
509,16,Vistara,16/07/2022,Ahmedabad,Goa,05:05,12:45,1 stop via Mumbai,"₹ 7,719"
510,17,IndiGo,16/07/2022,Ahmedabad,Goa,09:00,14:00,1 stop via Hyderabad,"₹ 7,770"
511,18,Air India,16/07/2022,Ahmedabad,Goa,22:55,06:20,1 stop via Mumbai,"₹ 8,301"
512,19,Vistara,16/07/2022,Ahmedabad,Goa,08:25,12:45,1 stop via Mumbai,"₹ 9,827"
